MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,CUSTOMER_ID,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,FIRST_NAME,NUM_MORTGAGES,CAR_OWNERSHIP,LAST_NAME
SINGLE,NY,0,3,400,600,3,0,71388,CU12040,M,Programmer/Developer,1000,NorthEast,1,400,Yes,18,3,22,53.21,25547,229,2,25,3,HIGH,JERROD,1,1,COSTA
MARRIED,NY,0,3,710,201,3,0,66907,CU12041,M,Lab Technician,1000,NorthEast,1,710,No,3,2,20,51.49,24226.75,0,1,25,2,HIGH,JACKIE,1,1,HARVEY
SINGLE,MI,0,3,0,500,3,0,68877,CU12042,M,Programmer/Developer,1000,Midwest,0,0,No,2,4,23,53.08,15019.25,0,2,25,1,MEDIUM,LEONEL,0,0,ZAVALA
SINGLE,MS,0,3,200,0,3,0,64617,CU12043,M,Programmer/Developer,1000,South,1,200,No,0,4,22,53.06,23854.25,0,1,25,0,HIGH,GERARDO,1,1,HENSLEY
SINGLE,OR,0,3,300,500,3,0,59857,CU12085,M,Programmer/Developer,1000,West,1,300,Yes,9,4,22,53.32,22664.25,303,2,25,3,HIGH,ENRIQUE,1,1,KRAFT
MARRIED,UT,0,1,1280,250,1,0,83052,CU15791,M,Not specified,2500,Southwest,1,1280,No,4,5,29,53.06,32163,0,2,64,0,VERY HIGH,GARRET,1,1,HARGROVE
SINGLE,UT,0,3,0,0,3,0,53658,CU15792,M,Dentist,2500,Southwest,0,0,No,1,5,50,53.06,13914.5,0,0,25,0,LOW,SEBASTIAN,0,0,LUDWIG
SINGLE,UT,0,5,0,0,5,0,60361,CU15793,F,Programmer/Developer,2500,Southwest,0,0,No,0,5,20,53.06,9590.25,0,0,25,0,LOW,CASSIE,0,0,HASTINGS
SINGLE,UT,0,3,0,0,3,0,70848,CU15794,M,Programmer/Developer,1500,Southwest,0,0,No,5,5,28,53.03,16012,0,0,25,2,MEDIUM,CARMEN,0,0,BURNHAM
SINGLE,UT,0,3,0,0,3,0,71726,CU15795,M,Sales Representative,1500,Southwest,0,0,No,1,5,22,53.06,15631.5,0,0,25,0,MEDIUM,HUNG,0,0,SIMPSON
SINGLE,UT,0,5,0,250,5,0,86262,CU15797,F,Programmer/Developer,2500,Southwest,0,0,No,7,5,20,53.02,16065.5,0,2,25,2,MEDIUM,IDELLA,0,0,NORTON
MARRIED,CA,0,4,1500,850,4,1,71596,CU11433,F,Dentist,1500,West,1,300,Yes,2,4,52,53.5,22099,353,3,25,4,HIGH,ASLEY,1,1,GRIMM
DIVORCED,FL,0,1,2800,2350,1,0,68729,CU11435,M,Professor,1500,South,1,550,Yes,3,4,34,54.13,29082.25,630,1,25,5,HIGH,MARIANO,1,1,SHAFER
SINGLE,CA,0,3,0,500,3,1,58984,CU11436,M,Programmer/Developer,1000,West,0,0,No,0,4,21,53.47,7346,1799,2,25,4,LOW,MILFORD,0,1,CAMPOS
DIVORCED,OH,0,1,2500,3200,1,1,57257,CU11437,F,IT Staff,1500,Midwest,1,700,Yes,1,4,60,53.47,23814.25,209,1,25,4,HIGH,VERENA,1,1,MICHEL
SINGLE,NY,0,3,0,0,3,0,63745,CU11440,M,PROF-48,600,NorthEast,0,0,No,0,4,48,53.06,16236.25,0,0,25,0,MEDIUM,FRANKLIN,0,0,CURTIS
MARRIED,NY,0,3,700,600,3,1,68889,CU11441,M,Construction Laborer,1000,NorthEast,1,700,No,5,4,30,53.41,20722.25,568,2,492,4,MEDIUM,TOBIAS,1,1,WARNER
MARRIED,NY,0,3,800,0,3,0,61770,CU15595,M,Programmer/Developer,1000,NorthEast,1,800,No,0,4,24,53.71,23342.5,0,1,25,4,HIGH,RUSSELL,1,1,GOODMAN
MARRIED,MI,0,3,1407,850,3,1,69222,CU15596,M,PROF-18,1500,Midwest,1,1407,Yes,2,4,34,53.68,21205.5,407,3,116,4,MEDIUM,HUGH,1,1,KIRKPATRICK
DIVORCED,NY,0,5,2250,2950,5,0,58875,CU15597,F,Not specified,1500,NorthEast,1,1000,No,4,4,24,53.5,19618.75,1132,1,620,4,MEDIUM,GHISLAINE,1,1,CALL
MARRIED,NY,0,3,700,400,3,0,62692,CU15598,M,Fireman,1000,NorthEast,1,700,No,3,4,21,53.24,23273,844,2,836,3,HIGH,NOEL,1,1,BRISCOE
DIVORCED,NY,0,1,2116,1300,1,1,74031,CU15600,M,DBA,1500,NorthEast,1,2116,Yes,4,4,30,54.03,25007.75,784,3,142,5,HIGH,JARROD,1,1,SHOCKLEY
MARRIED,OR,0,4,1000,1320,3,0,58680,CU15601,M,Technical Writer,1000,West,1,500,Yes,3,2,28,54.17,23470,586,3,25,5,HIGH,RAYFORD,1,1,ARMSTRONG
DIVORCED,NY,0,2,4800,4000,2,0,72952,CU8592,F,Veterinarian,1500,NorthEast,1,4800,Yes,2,1,39,54.89,29138,1249,1,294,5,HIGH,DELPHINE,1,1,CABRERA
DIVORCED,MI,0,4,3500,3250,3,1,62510,CU8593,M,Not specified,800,Midwest,1,550,Yes,14,8,45,53.2,21127.5,3248,1,25,3,MEDIUM,GARRY,1,1,AUGUSTINE
SINGLE,MS,0,3,250,550,3,1,57305,CU8594,M,Programmer/Developer,1500,South,1,250,No,17,1,24,53.21,17226.25,215,2,164,3,MEDIUM,CHUCK,1,1,ERVIN
MARRIED,CA,0,5,1200,2530,5,0,75014,CU8595,F,Clerical,1500,West,1,400,Yes,3,3,27,54.01,23953.5,1110,1,54,5,HIGH,ROSENA,1,1,PEOPLES
DIVORCED,NV,0,1,4500,4350,1,1,58260,CU8596,F,Plumber,800,Southwest,1,4500,Yes,4,1,50,53.94,23065,691,1,25,4,HIGH,CAMERON,1,1,NEFF
DIVORCED,CA,0,4,2000,1200,3,1,69293,CU8598,M,PROF-49,1500,West,1,2000,Yes,4,2,39,53.33,22223.25,251,3,25,3,HIGH,JOHNATHAN,1,1,STEELE
MARRIED,CA,0,4,5000,20500,4,1,78731,CU8910,F,Clerical,3500,West,1,3500,No,3,6,44,55.77,23082.75,10309,5,8419,6,HIGH,HAN,1,1,TORREZ
SINGLE,CA,0,3,0,650,3,0,65814,CU9762,M,Programmer/Developer,1000,West,0,0,Yes,4,2,22,53.11,14153.5,0,2,25,2,MEDIUM,GRAIG,0,0,ROSE
MARRIED,NY,0,1,904,0,1,0,66718,CU9764,F,Construction Laborer,700,NorthEast,1,904,No,0,1,35,53.06,28679.5,0,0,25,0,HIGH,ALISIA,1,1,HERBERT
WIDOWED,NY,9221,1,0,17100,1,1,62306,CU6260,F,Not specified,800,NorthEast,0,3300,No,10,0,52,54.49,14276.5,27736,2,11164,5,MEDIUM,CRUZ,0,1,THOMASON
DIVORCED,MI,412,3,3000,4866,3,1,63736,CU6262,M,Author,1300,Midwest,2,1333,No,1,0,71,53.67,33534,15411,2,289,4,VERY HIGH,DINO,2,1,MAYNARD
SINGLE,NY,0,2,0,0,0,0,68728,CU6264,M,Administrative Assistant,1500,NorthEast,0,0,No,0,0,0,53.06,0,522,0,25,0,LOW,HAROLD,0,1,CONTRERAS
OTHER,MN,0,5,0,16000,1,1,61729,CU6265,F,Clerical,1000,West,0,15000,No,2,0,43,56.27,15232.25,9578,2,5804,6,MEDIUM,NORAH,0,1,WEAVER
DIVORCED,NY,0,2,2500,0,0,0,65006,CU6266,M,PROF-6,1000,NorthEast,1,2500,No,0,0,26,53.06,29851.5,506,1,25,0,HIGH,JOESPH,1,1,LYONS
WIDOWED,NY,0,1,6000,8500,1,1,62950,CU6267,F,IT Staff,1000,NorthEast,1,6000,No,13,0,68,53.9,26037.5,6289,3,4587,4,HIGH,RUTHE,1,1,CURRIE
WIDOWED,NY,0,2,8000,0,0,1,59693,CU6268,M,PROF-25,900,NorthEast,2,8000,No,0,0,53,53.06,36223.25,507,1,25,0,VERY HIGH,KOREY,2,1,MCKINLEY
MARRIED,NY,0,2,1090,1840,0,1,60217,CU6270,M,Nurse,1000,NorthEast,1,1090,No,4,0,42,53.54,25254.25,2157,2,25,4,HIGH,ROBBY,1,1,FINCH
DIVORCED,MS,0,2,2500,6317,1,1,55626,CU6271,F,PROF-15,1500,South,2,1625,No,1,0,57,53.79,33606.5,13463,2,12233,4,VERY HIGH,DESIRE,2,1,CASEY
DIVORCED,NY,0,5,2488,4850,5,1,59312,CU6272,F,PROF-66,800,NorthEast,1,2488,No,2,0,59,53.45,18228,10038,2,1322,4,MEDIUM,NIKI,1,1,COLEY
WIDOWED,NY,0,4,8000,11300,4,1,69159,CU6274,F,Clerical,1300,NorthEast,1,2300,Yes,2,7,51,60.12,21389.75,4071,3,48,7,MEDIUM,SUDIE,1,1,LAM
SINGLE,MS,0,3,600,200,3,1,57924,CU15488,M,Waiter/Waitress,1000,South,1,600,No,4,2,21,53.1,17081,1584,1,1552,2,MEDIUM,RUBIN,1,1,HICKS
SINGLE,NY,0,3,450,600,3,0,67639,CU15490,M,Programmer/Developer,1000,NorthEast,1,450,Yes,5,4,23,53.18,24709.75,0,2,25,3,HIGH,SETH,1,1,LUNA
DIVORCED,MI,0,3,3000,2700,3,1,76371,CU15491,M,PROF-8,1500,Midwest,1,900,Yes,18,4,30,54.54,22592.75,1405,1,25,5,HIGH,HOYT,1,1,STILES
DIVORCED,FL,0,5,3200,1500,5,0,65238,CU15492,F,PROF-36,2000,South,1,500,Yes,7,2,53,53.72,24109.5,722,3,140,4,HIGH,BIANCA,1,1,MCKAY
SINGLE,NY,0,3,500,600,3,0,68376,CU15493,M,Programmer/Developer,1000,NorthEast,1,500,No,5,4,21,53.14,24694,548,2,374,2,HIGH,MAYNARD,1,1,BLOCK
SINGLE,NY,0,3,0,0,3,0,69288,CU15494,M,PROF-13,1000,NorthEast,0,0,No,1,4,24,53.07,15222,0,0,25,1,MEDIUM,AUGUST,0,0,YARBROUGH
MARRIED,NY,0,3,730,0,3,0,64177,CU15495,M,Lab Technician,1000,NorthEast,1,730,No,0,4,27,53.06,24244.25,0,0,25,0,HIGH,FILIBERTO,1,1,POE
MARRIED,NY,0,1,1500,400,1,0,70952,CU11380,F,PROF-7,1500,NorthEast,1,1500,No,8,1,43,53.31,30538,479,2,25,3,VERY HIGH,DEVIN,1,1,WALDEN
MARRIED,NY,0,3,1200,500,3,1,56724,CU11382,M,Programmer/Developer,1500,NorthEast,1,1200,Yes,10,1,25,53.45,17181,127,2,25,4,MEDIUM,JOEY,1,1,HYMAN
SINGLE,NY,0,3,0,500,3,0,63007,CU11384,M,Programmer/Developer,1000,NorthEast,0,0,Yes,3,1,24,53.43,13651.75,161,2,25,4,LOW,BRENDON,0,1,CROFT
MARRIED,NY,0,3,1200,0,3,0,58793,CU11385,M,Nurse,1500,NorthEast,1,1200,No,0,1,33,53.06,23498.25,0,0,25,0,HIGH,DAREN,1,1,ALVARADO
DIVORCED,DC,0,1,2000,0,1,1,56883,CU11387,M,PROF-45,1500,NorthEast,1,2000,No,7,7,56,53.26,23320.75,0,1,25,3,HIGH,EUSEBIO,1,1,BAUTISTA
DIVORCED,MS,0,1,4000,1501,1,1,79398,CU11388,F,Not specified,2000,South,1,4000,Yes,3,6,45,56.3,27849.5,1575,1,156,6,HIGH,AUDRA,1,1,STOVER
SINGLE,NY,0,3,600,750,3,0,70138,CU11389,M,Waiter/Waitress,1000,NorthEast,1,600,No,7,4,22,53.12,25234.5,0,3,81,2,HIGH,EDISON,1,1,BELCHER
MARRIED,NY,0,5,1108,301,5,0,66194,CU11390,F,Construction Laborer,1000,NorthEast,1,1108,No,7,4,39,53.59,22948.5,12538,2,12529,4,HIGH,SERAFINA,1,1,GILES
SINGLE,NY,0,3,400,500,3,0,62070,CU11391,M,Programmer/Developer,1000,NorthEast,1,400,Yes,14,4,24,53.13,23417.5,111,2,67,2,HIGH,JEREMIAH,1,1,MCCLOUD
DIVORCED,DC,0,3,2200,0,3,0,60915,CU11392,M,Truck Driver,1500,NorthEast,1,2200,No,13,3,23,53.41,23028.75,111,0,25,4,HIGH,SOL,1,1,SCHMIDT
SINGLE,DC,0,3,0,500,3,1,67772,CU11394,M,Programmer/Developer,1000,NorthEast,0,0,No,3,4,22,53.1,9643,110,2,25,2,LOW,RUDOLF,0,1,BECERRA
DIVORCED,FL,0,1,2800,0,1,1,63698,CU11395,F,Not specified,1500,South,1,2800,No,3,4,42,52.91,23624.5,0,1,25,2,HIGH,ANGELES,1,1,BRITT
SINGLE,FL,0,3,0,500,3,0,61747,CU11396,M,Programmer/Developer,1000,South,0,0,No,3,4,22,53.1,13136.75,0,2,25,2,LOW,SILAS,0,0,LYONS
SINGLE,NY,0,3,0,0,3,0,67168,CU11397,M,PROF-48,600,NorthEast,0,0,No,1,4,47,53.05,16992,0,0,25,2,MEDIUM,SERGIO,0,0,LIGHT
SINGLE,NY,0,3,369,0,3,0,64941,CU11398,M,Professor,1000,NorthEast,1,369,No,10,4,22,53.02,23935.25,0,0,25,2,HIGH,FREDRICK,1,1,STARNES
MARRIED,NY,0,4,1000,0,6,1,68103,CU11399,F,Author,1000,NorthEast,1,1000,No,6,3,61,53.71,18125.75,0,2,25,4,MEDIUM,KEESHA,1,1,SANDERS
MARRIED,FL,0,5,1800,0,5,1,61338,CU11400,F,PROF-19,1500,South,1,1800,No,3,8,43,53.41,17134.5,0,1,25,4,MEDIUM,DIONNA,1,1,HOYT
SINGLE,NY,0,3,0,500,3,0,61187,CU11401,M,Programmer/Developer,1000,NorthEast,0,0,No,4,4,20,53.04,12796.75,131,2,25,2,LOW,MORTON,0,1,ARREDONDO
SINGLE,CA,0,3,200,650,3,1,69489,CU13257,M,Programmer/Developer,1000,West,1,200,Yes,5,1,21,53.43,19972.25,181,2,25,4,MEDIUM,RICHARD,1,1,MEJIA
WIDOWED,MI,0,1,10000,7300,1,0,67570,CU13417,F,Not specified,5000,Midwest,1,10000,Yes,4,1,68,56.41,32192.5,3327,4,25,6,VERY HIGH,SHARI,1,1,PARSONS
DIVORCED,NY,0,1,3800,2300,1,0,62225,CU13418,M,Mason,2000,NorthEast,1,3800,No,2,1,33,52.89,27356.25,955,1,853,2,HIGH,JOEY,1,1,KEITH
MARRIED,NY,0,3,749,0,3,0,60824,CU13419,M,Sales Representative,1000,NorthEast,1,749,No,10,1,28,54.51,23506,0,1,25,5,HIGH,HUGH,1,1,WERNER
DIVORCED,MI,0,1,2000,1650,1,1,63645,CU13420,F,IT Staff,1500,Midwest,1,550,No,14,1,45,53.28,23911.25,2797,3,25,3,HIGH,GRETA,1,1,GROVER
SINGLE,MI,0,3,343,0,3,0,68031,CU13423,M,PROF-26,1000,Midwest,1,343,No,1,1,21,53.07,24607.75,0,0,25,1,HIGH,EDWARD,1,1,ALLEN
WIDOWED,NY,0,1,6500,5800,1,1,74417,CU13424,F,PROF-8,5000,NorthEast,1,1200,No,15,2,49,55.05,27004.25,351,4,302,5,HIGH,DELILA,1,1,RIVERA
DIVORCED,NY,0,3,1810,1350,3,0,64825,CU13425,M,Construction Laborer,1500,NorthEast,1,1810,No,17,1,51,53.34,26806.25,1641,3,1633,3,HIGH,DANTE,1,1,AVALOS
MARRIED,DC,0,3,700,301,3,1,60710,CU13426,M,Waiter/Waitress,1000,NorthEast,1,700,No,14,1,22,53.21,17877.5,0,2,25,3,MEDIUM,AGUSTIN,1,1,MCNAIR
MARRIED,NY,0,2,701,0,2,0,60488,CU13427,M,Plumber,1000,NorthEast,1,701,No,3,1,27,52.99,24822,0,1,25,2,HIGH,MATT,1,1,RAGSDALE
SINGLE,MN,0,3,250,500,3,0,61860,CU13428,M,Programmer/Developer,1000,West,1,250,Yes,3,1,21,53.19,23065,180,2,25,3,HIGH,JERALD,1,1,GAGNE
SINGLE,FL,0,3,260,0,3,0,59893,CU12865,M,First-line Manager,600,South,1,260,No,1,1,47,53.08,25173.25,0,0,25,1,HIGH,DAVID,1,1,BYRNE
SINGLE,CA,0,3,250,750,3,0,58116,CU11544,M,Programmer/Developer,1000,West,1,250,Yes,8,1,27,53.43,22729,304,3,25,4,HIGH,YOUNG,1,1,WHITFIELD
MARRIED,CA,0,3,1000,0,3,0,63323,CU11545,M,Waiter/Waitress,1000,West,1,1000,No,1,1,21,53.06,23430.75,0,0,25,0,HIGH,JIMMIE,1,1,LAKE
SINGLE,OH,0,3,398,500,3,1,62838,CU11547,M,Programmer/Developer,1000,Midwest,1,398,No,4,1,25,53.54,18709.5,689,2,500,4,MEDIUM,WES,1,1,BABB
SINGLE,NY,0,3,0,450,3,0,71178,CU11549,M,Programmer/Developer,1000,NorthEast,0,0,Yes,0,1,23,53.18,15594.5,113,2,25,3,MEDIUM,HORACIO,0,1,OCHOA
DIVORCED,MI,0,1,2500,2100,1,0,60845,CU6986,F,Waiter/Waitress,1000,Midwest,1,900,No,18,1,54,53.07,29111.25,1285,1,777,1,HIGH,EDDA,1,1,EARLY
DIVORCED,CA,0,4,2010,3000,6,1,61646,CU9876,F,PROF-2,800,West,1,300,No,2,1,47,53.19,15111.5,693,2,637,3,MEDIUM,CARLEY,1,1,GRADY
DIVORCED,CA,0,4,2300,0,2,1,74426,CU9877,M,Not specified,1500,West,1,2300,No,0,1,38,53.06,25406.5,0,1,25,0,HIGH,ROBT,1,1,WINTER
DIVORCED,MI,0,1,4500,6950,1,0,76497,CU7304,F,Software Engineer,1900,Midwest,1,1700,Yes,4,1,55,58.13,33124.25,5612,4,25,6,VERY HIGH,LOMA,1,1,LAWSON
SINGLE,CA,0,2,0,0,0,0,65896,CU7306,M,Nurse,1000,West,0,0,No,4,2,0,53.2,0,3550,0,2729,3,LOW,VAL,0,1,PATEL
MARRIED,CA,0,5,1200,800,5,1,71284,CU7307,F,PROF-26,1500,West,1,1200,Yes,15,6,38,54.18,19121,1069,3,245,5,MEDIUM,VANDA,1,1,CARPENTER
DIVORCED,MI,0,1,2000,1700,1,1,54999,CU7308,M,IT Staff,1500,Midwest,1,500,No,3,1,28,53.16,20049.75,5211,2,3936,2,MEDIUM,JONAS,1,1,SHERMAN
WIDOWED,NY,0,2,0,8000,2,1,91872,CU7309,F,Clerical,3500,NorthEast,0,6833,Yes,2,7,68,59.95,21768,7466,2,25,7,MEDIUM,MARICELA,0,1,OVERSTREET
DIVORCED,NY,0,3,2600,250,3,0,65527,CU7310,M,Administrative Assistant,1500,NorthEast,2,2600,No,1,1,24,53.07,34281.75,511,2,25,1,VERY HIGH,BENNY,2,1,WILLIAMS
MARRIED,NY,0,1,5000,3100,1,1,65944,CU7311,F,IT Staff,900,NorthEast,1,300,Yes,3,1,38,57.41,23786,2428,1,25,6,HIGH,CARLA,1,1,MCMAHON
MARRIED,NY,0,3,700,0,3,0,68436,CU10706,M,PROF-20,1000,NorthEast,1,700,No,0,1,26,53.06,25209,0,0,25,0,HIGH,RANDY,1,1,BARRON
MARRIED,CA,0,1,1000,500,1,0,63993,CU10707,F,PROF-5,1000,West,1,1000,No,3,1,35,53.62,27998.25,238,2,216,4,HIGH,TREENA,1,1,MERRITT
SINGLE,NY,0,3,0,0,3,0,66784,CU8458,M,Fireman,2500,NorthEast,0,0,No,0,1,35,53.06,15696,0,0,25,0,MEDIUM,WILFRED,0,0,BOOTH
DIVORCED,FL,0,1,2359,1550,1,1,70397,CU10145,F,Dentist,1000,South,1,400,Yes,2,1,26,54.25,23699.25,742,3,25,5,HIGH,BECKIE,1,1,LOPEZ
SINGLE,CA,0,2,0,0,0,0,68240,CU9126,M,Construction Laborer,1500,West,0,0,No,1,1,0,53.07,0,162,0,25,1,LOW,BERRY,0,1,SHAPIRO
SINGLE,CA,0,2,0,0,0,0,61692,CU9127,M,Construction Laborer,1500,West,0,0,No,0,1,0,53.06,0,0,0,25,0,LOW,PASQUALE,0,0,HENSON
DIVORCED,IL,0,1,4200,2150,1,1,74044,CU9129,F,PROF-1,1500,Midwest,1,650,No,3,6,37,53.34,25711,250,1,25,3,HIGH,LIZA,1,1,SAMUEL
MARRIED,MI,0,5,1100,1300,5,1,63278,CU9130,F,PROF-40,800,Midwest,1,1100,Yes,3,1,42,53.49,17519.5,7564,3,7441,4,MEDIUM,JINNY,1,1,MALONE
MARRIED,MN,0,1,8900,16400,1,0,74939,CU9131,F,Administrator,1500,West,1,4200,No,7,1,33,53.91,30534.75,9772,5,8046,4,VERY HIGH,ZULMA,1,1,STODDARD
SINGLE,CA,0,2,0,0,0,0,70720,CU9132,M,Construction Laborer,1500,West,0,0,No,2,1,25,53.05,21180,0,0,25,2,MEDIUM,DARRIN,0,0,CORBETT
MARRIED,WI,0,5,5346,17000,5,1,67490,CU9133,F,Not specified,800,Midwest,1,3000,Yes,1,1,45,53.21,18872.5,122,5,25,3,MEDIUM,FRED,1,1,HEDRICK
DIVORCED,OH,0,3,2500,2700,3,1,62275,CU9134,M,Software Engineer,1500,Midwest,1,300,No,18,10,25,53.52,18568.75,6738,3,6653,4,MEDIUM,PAUL,1,1,BOYD
SINGLE,CA,0,5,584,450,5,0,56639,CU9135,F,Dentist,1500,West,1,584,No,9,2,35,53.69,20159.75,194,2,25,4,MEDIUM,JONG,1,1,WATT
DIVORCED,NY,0,1,3000,0,1,0,69024,CU9137,M,PROF-24,1500,NorthEast,1,3000,No,3,1,31,53.13,28856,851,0,25,2,HIGH,MICHALE,1,1,ANDERS
DIVORCED,CA,0,4,2500,0,4,1,67015,CU9138,F,Administrator,800,West,1,2500,No,6,1,51,53.12,20853.75,206,1,25,2,MEDIUM,MAGALI,1,1,COVINGTON
DIVORCED,NY,17747,1,3830,0,1,1,62201,CU9139,M,PROF-19,800,NorthEast,1,3830,No,2,1,44,53.33,23450.25,17968,3,25,3,HIGH,VAUGHN,1,1,RUFF
DIVORCED,NY,49105,1,2000,3650,1,1,68845,CU8745,F,IT Staff,1000,NorthEast,1,1000,No,5,1,58,55.72,26511.25,53075,1,25,6,HIGH,ALYCE,1,1,SPEER
SINGLE,CA,0,3,540,0,3,1,68968,CU8746,M,Waiter/Waitress,1000,West,1,540,No,17,1,22,53.1,19942,0,1,32,2,MEDIUM,KIRK,1,1,PATTEN
MARRIED,CA,0,1,1656,3200,1,0,68438,CU8747,F,Clerical,1000,West,1,1000,No,6,2,38,53.27,29409.5,483,1,345,3,HIGH,COLETTA,1,1,FLOOD
MARRIED,CA,0,3,1800,2000,3,0,67350,CU8748,M,Cashier,1000,West,1,1800,No,13,1,32,53.8,25537.5,5706,1,5670,4,HIGH,MAX,1,1,STARR
SINGLE,NY,0,1,0,0,1,0,66826,CU8750,M,Programmer/Developer,1000,NorthEast,0,0,No,1,1,0,53.05,0,0,1,25,2,LOW,MATHEW,0,0,CHAVIS
SINGLE,NY,0,3,630,600,3,0,70078,CU8751,M,Programmer/Developer,1000,NorthEast,1,630,Yes,5,1,25,54.29,25519.5,326,2,25,5,HIGH,AHMAD,1,1,GRANTHAM
MARRIED,MI,0,3,720,250,3,1,71653,CU8753,M,Construction Laborer,1000,Midwest,1,720,No,7,1,30,53.11,21413.25,395,2,340,2,MEDIUM,GIUSEPPE,1,1,SOLIS
MARRIED,MI,0,1,1400,1500,1,1,64189,CU8755,M,Construction Laborer,700,Midwest,1,250,Yes,2,1,48,53.83,24347.25,639,3,33,4,HIGH,TOMMY,1,1,MCCORD
MARRIED,DC,0,4,1000,250,6,1,66864,CU8756,F,IT Staff,700,NorthEast,1,1000,No,11,1,57,53.09,17416,349,2,25,1,MEDIUM,KERI,1,1,STUART
MARRIED,MI,0,3,700,800,3,1,63616,CU8757,M,Veterinarian,1000,Midwest,1,700,No,5,1,26,53.37,19004,461,3,364,3,MEDIUM,HARLAN,1,1,GOODWIN
MARRIED,DC,0,5,6000,9000,5,1,64905,CU8759,M,Waiter/Waitress,3500,NorthEast,1,6000,No,8,1,32,53.45,16926.25,2032,1,1577,4,MEDIUM,BRADFORD,1,1,PEREZ
DIVORCED,CA,0,3,3100,1800,3,1,68205,CU8761,M,Programmer/Developer,1000,West,1,3100,No,3,1,30,53.45,20551.25,11554,3,10729,4,MEDIUM,EMERY,1,1,LOONEY
MARRIED,NY,0,3,1000,300,3,0,67715,CU8762,M,Plumber,1000,NorthEast,1,1000,No,2,1,29,53.12,25328.75,134,2,25,2,HIGH,WILLIAMS,1,1,MENDOZA
DIVORCED,NY,501,3,2200,1800,3,0,64956,CU8764,M,IT Staff,1000,NorthEast,1,2200,No,14,2,20,53.22,23739,1307,3,25,3,HIGH,JAYSON,1,1,LAWLER
SINGLE,NY,0,3,500,450,3,0,59362,CU8765,M,Programmer/Developer,1000,NorthEast,1,500,No,4,3,22,53.15,22540.5,0,2,70,2,HIGH,ROLF,1,1,SIMONS
MARRIED,CA,0,4,1000,850,6,1,59782,CU8767,M,Cashier,800,West,2,1000,No,4,1,55,53.44,25445.5,5411,3,4696,4,HIGH,EVERETT,2,1,DICKSON
SINGLE,CA,0,2,0,2561,0,1,64486,CU8768,M,School Teacher,900,West,0,611,No,14,1,39,53.53,16021.5,1103,1,585,4,MEDIUM,CONRAD,0,1,CROCKER
OTHER,DC,0,2,15000,14000,2,1,64744,CU10044,F,IT Staff,800,NorthEast,1,5000,No,2,1,56,54.33,23786,4988,1,25,5,HIGH,LEONIE,1,1,TRAYLOR
MARRIED,WA,0,4,756,0,3,1,62360,CU10045,M,Cashier,800,West,1,756,No,0,1,46,53.06,21190,504,1,25,0,MEDIUM,MCKINLEY,1,1,MAXWELL
DIVORCED,CO,0,5,2250,1750,5,1,71187,CU7492,F,PROF-16,1000,West,1,2250,Yes,9,3,43,55.36,19596.75,871,3,25,5,MEDIUM,ELSA,1,1,PLATT
MARRIED,CO,0,3,1000,800,3,1,59405,CU7493,M,Sales Representative,700,West,1,1000,Yes,4,1,40,53.69,19351.25,185,3,65,4,MEDIUM,FELTON,1,1,WAGONER
SINGLE,OH,0,3,0,700,3,1,58767,CU7494,M,Programmer/Developer,1000,Midwest,0,0,No,16,6,26,53.14,7791.75,0,3,25,2,LOW,KEVEN,0,0,SYLVESTER
MARRIED,NY,0,1,1300,2160,1,1,63168,CU7003,M,Technical Writer,700,NorthEast,1,810,No,4,1,39,54.26,23192,8930,1,7442,5,HIGH,DARYL,1,1,SPIVEY
DIVORCED,IL,0,1,4500,9850,1,1,54094,CU7004,F,Clerical,1600,Midwest,1,1500,No,18,1,40,53.27,21023.5,1592,1,211,3,MEDIUM,BELLA,1,1,HILTON
MARRIED,CA,1205,3,700,1300,3,1,64912,CU7005,M,Veterinarian,1000,West,1,700,Yes,2,2,23,53.09,19028,2053,3,64,1,MEDIUM,GASTON,1,1,DUTTON
SINGLE,CA,0,3,0,4500,3,0,71361,CU7006,M,Programmer/Developer,1000,West,0,0,Yes,6,2,21,54.6,15440.25,167,4,117,5,MEDIUM,BYRON,0,1,STAPLES
DIVORCED,CA,0,1,2500,3000,1,0,67470,CU7007,F,Truck Driver,2500,West,1,2500,No,7,1,55,53.6,30867.5,1919,1,1409,4,VERY HIGH,DIANA,1,1,DORAN
SINGLE,CA,0,2,0,3889,0,1,58686,CU5897,M,Nurse,700,West,0,1339,No,13,0,37,54.06,14371.5,12447,1,11936,5,MEDIUM,ELOY,0,1,OGLE
SINGLE,NY,2582,4,0,3158,3,0,66469,CU5898,M,Not specified,600,NorthEast,0,708,No,4,0,41,53.08,16717.25,3960,1,805,1,MEDIUM,EVAN,0,1,BELANGER
